id,htid,description,title_x,imprint,rights_date_used,pub_place,bib_fmt,content_provider_code,digitization_agent_code,author_x,pubDate,title_y,publication,physicalDescription,author_y,extraAuthor,editionStatement,bibliographyEtcNote,authorCorporate,locSubject
hvd.hw3272,009711713,v.3,The history of Herodotus / tr. from the Greek. With notes. By the Reverend William Beloe.,"Leigh and Sotheby, 1791.",1791,enk,BK,harvard,google,Herodotus,1791,The history of Herodotus /tr. from the Greek. With notes. By the Reverend William Beloe,"London :Leigh and Sotheby,1791",4 v. ;22 cm,Herodotus,"Beloe, William,1756-1817,tr",,,,"Greece---History._History, Ancient"
nyp.33433000183305,008590183,,"Annals of horsemanship : containing accounts of accidental experiments, and experimental accidents, both successful and unsuccessful / communicated by various correspondents to Geoffrey Gambado ; and now first publihsed by the editor of the Academy for grown horsemen.","W. Dickenson, 1791.",1791,enk,BK,nypl,google,"Bunbury, Henry William, 1750-1811",1791,"Annals of horsemanship :containing accounts of accidental experiments, and experimental accidents, both successful and unsuccessful /communicated by various correspondents to Geoffrey Gambado ; and now first publihsed by the editor of the Academy for grown horsemen","London :W. Dickenson,1791","81 p., [18] p. of plates :ill. ;35 cm","Bunbury, Henry William,1750-1811","Carey, W. P.,18th cent",,,,Horsemanship---Humor
mdp.39015011931725,001472126,v.1,"A descriptive catalogue of a general collection of ancient and modern engraved gems, cameos as well as intaglios, taken from the most celebrated cabinets in Europe; and cast in coloured pastes, white enamel, and sulphur, by James Tassie ...",J. Tassie [etc.] 1791.,1791,enk,BK,umich,google,"Raspe, Rudolf Erich, 1737-1794",1791,"A descriptive catalogue of a general collection of ancient and modern engraved gems, cameos as well as intaglios, taken from the most celebrated cabinets in Europe;and cast in coloured pastes, white enamel, and sulphur,by James Tassie ","London,J. Tassie [etc.]1791","2 v. in 1.front., lvii (i.e. 58) pl.29 cm","Raspe, Rudolf Erich,1737-1794","Tassie, James,1735-1799",,,,Art objects---Catalogs._Gems---Catalogs
hvd.hxg1dc,000606336,,Considerations on the present and future state of France. By M. de Calonne. Tr. from the French.,"Printed for J. Evans, 1791.",1791,enk,BK,harvard,google,"Calonne, M. de 1734-1802",1791,Considerations on the present and future state of France.By M. de Calonne. Tr. from the French,"London,Printed for J. Evans,1791","xxxi, [1], 508 p.22 cm","Calonne,M. de(Charles Alexandre de),1734-1802",,,,,France---Politics and government---1789-1799._Finance---France---History
hvd.hw2gew,007685333,vol. 2,"Compendium of ancient geography / by Monsieur d'Anville ... ; translated from the French ; illustrated with maps, carefully reduced from those of the Paris Atlas, in imperial folio ; with a map of Roman Britain from ... John Horsely [sic] ... ; and with prolegomena and notes by the translator : designed for private libraries, as well as for the use of schools.","Printed for R. Faulder ..., 1791.",1791,enk,BK,harvard,google,"Anville, Jean Baptiste Bourguignon d', 1697-1782",1791,"Compendium of ancient geography /by Monsieur d'Anville ... ; translated from the French ; illustrated with maps, carefully reduced from those of the Paris Atlas, in imperial folio ; with a map of Roman Britain from ... John Horsely [sic] ... ; and with prolegomena and notes by the translator : designed for private libraries, as well as for the use of schools","London :Printed for R. Faulder ...,1791",2 v. in 1. :maps ;22 cm. (8vo),"Anville, Jean Baptiste Bourguignon d',1697-1782","Horsley, John,1675-1732",,,,"Geography, Ancient"
uc1.31175035194094,100000523,,"Anno regni Georgii III, regis Magnae Britanniae, Franciae, & Hiberniae, tricesimo primo, at the Parliament begun and holden at Westminster, the twenty-fifth day of November Anno Domini 1790, in the thirty-first year of the reign of Our Sovereign Lord George the Third. Being the first session of the Seventeenth Parliament of Great Britain. [Cap. XXXII. An act to relieve, upon conditions, and under restrictions, the persons therein described, from certain penalties and disabilities to which papists, or persons professing the popish religion, are by law subject]","Printed by Charles Eyre and Andrew Strahan, 1791.",1791,enk,BK,universityofcalifornia,google,Great Britain,1791,"Anno regni Georgii III, regis Magnae Britanniae, Franciae, & Hiberniae, tricesimo primo,at the Parliament begun and holden at Westminster, the twenty-fifth day of November Anno Domini 1790, in the thirty-first year of the reign of Our Sovereign Lord George the Third. Being the first session of the Seventeenth Parliament of Great Britain. [Cap. XXXII. An act to relieve, upon conditions, and under restrictions, the persons therein described, from certain penalties and disabilities to which papists, or persons professing the popish religion, are by law subject]","London,Printed by Charles Eyre and Andrew Strahan,1791",p. 1299-1314.25 cm,,,,,"Great Britain.Laws, etc","Catholics---Legal status, laws, etc.---Great Britain"
uva.x002399492,009778961,v.2,"The Apocalypse revealed : wherein are disclosed the arcana there foretold, which have hitherto remained concealed / now first translated from the original Latin of Emanuel Swedenborg.","Printed by C. Wheeler : Sold by Messrs. C.G.J. and J. Robinson ... and by R. Hindmarsh ..., London; by T. Mills ..., Bristol; and by J. and W. Clarke. Manchester, 1791.",1791,enk,BK,virginia,google,"Swedenborg, Emanuel, 1688-1772",1791,"The Apocalypse revealed :wherein are disclosed the arcana there foretold, which have hitherto remained concealed /now first translated from the original Latin of Emanuel Swedenborg","Manchester :Printed by C. Wheeler : Sold by Messrs. C.G.J. and J. Robinson ... and by R. Hindmarsh ..., London; by T. Mills ..., Bristol; and by J. and W. Clarke. Manchester,1791",2 v. ;22 cm. (8vo),"Swedenborg, Emanuel,1688-1772",,,,,Bible.---Revelation---English._Bible.---Revelation---Commentaries
osu.32435018354548,100588702,,"Description of a portable chest of chemistry : or, Complete collection of chemical tests for the use of chemists, physicians, mineralogists, metallurgists, scientific artists, manufacturers, farmers, and the cultivators of natural philosophy / Invented by J.F.A. Gottling ; translated from the original German.","Printed for C. and G. Kearsley, 1791.",1791,enk,BK,osu,google,"GoÌˆttling, Johann Friedrich August, 1755-1809",1791,"Description of a portable chest of chemistry :or, Complete collection of chemical tests for the use of chemists, physicians, mineralogists, metallurgists, scientific artists, manufacturers, farmers, and the cultivators of natural philosophy /Invented by J.F.A. Gottling ; translated from the original German","London :Printed for C. and G. Kearsley,1791","vii, [1], 191, [1] p. ;19 cm. (8vo)","GoÌˆttling, Johann Friedrich August,1755-1809","Kearsley, George,-1790.pbl._Kearsley, C.pbl",,,,Chemistry---Experiments._Chemistry---Early works to 1800
nyp.33433074834189,001016894,,Pieces of ancient popular poetry: from authentic manuscripts and old printed copies.,"Printed by C. Clarke, for T. and J. Egerton, 1791.",1791,enk,BK,nypl,google,"Ritson, Joseph, 1752-1803",1791,Pieces of ancient popular poetry:from authentic manuscripts and old printed copies,"London,Printed by C. Clarke, for T. and J. Egerton,1791","xiv, 152 p.illus.20 cm","Ritson, Joseph,1752-1803",,,,,"English poetry---Middle English, 1100-1500"
njp.32101046552624,008622678,,Eight sermons preached before the University of Oxford in the year M DCC XCI. at the lecture founded by the late Rev. John Bampton. By Robert Morres.,"Sold by J. Fletcher; [etc., etc.] 1791.",1791,enk,BK,princeton,google,"Morres, Robert, 1757 or 8-1841",1791,Eight sermons preached before the University of Oxfordin the year M DCC XCI. at the lecture founded by the late Rev. John Bampton.By Robert Morres,"Oxford,Sold by J. Fletcher; [etc., etc.]1791","7 p. l., 242 p., 1 l.22 cm","Morres, Robert,1757 or 8-1841",,,,,"Sermons, English._Faith._Church of England---Sermons"
nyp.33433085766495,008699162,,"An appeal from the new to the old Whigs, in consequence of some late discussions in Parliament, relative to the Reflections on the French revolution.","Printed for J. Dodsley, 1791.",1791,enk,BK,nypl,google,"Burke, Edmund, 1729-1797",1791,"An appeal from the new to the old Whigs, in consequence of some late discussions in Parliament, relative to the Reflections on the French revolution","London :Printed for J. Dodsley,1791","[4], 139, [1] p. ;23 cm","Burke, Edmund,1729-1797","Dodsley, James,1724-1797.pbl",,,,"France---History---Revolution, 1789-1799._Burke, Edmund,---1729-1797.---Reflections on the revolution in France._Whig Party (Great Britain)"
uc1.31175035143943,012433902,,"Notes critical and explanatory, on the books of Psalms and Proverbs, intended to correct the grammatical errors of the text from the collations of the mss. by Dr. Kennicott on the Psalms and by him and De Rossi on the Proverbs.","Printed by R. Raikes and sold by J. F. and C. Rivington, 1791.",1791,enk,BK,universityofcalifornia,google,"Dimock, Henry",1791,"Notes critical and explanatory,on the books of Psalms and Proverbs, intended to correct the grammatical errors of the text from the collations of the mss. by Dr. Kennicott on the Psalms and by him and De Rossi on the Proverbs","Gloucester,Printed by R. Raikes and sold by J. F. and C. Rivington,1791",495 p.29 cm,"Dimock, Henry",,,,,"Bible.---Proverbs---Criticism, interpretation, etc._Bible.---Psalms---Criticism, interpretation, etc._Kennicott, Benjamin,---1718-1783.---On the Proverbs._Kennicott, Benjamin,---1718-1783.---On the Psalms"
uc1.31175035197345,100025379,,"The botanic garden; a poem in two parts. Part I containing The economy of vegetation. Part II The loves of the plants, with philosophical notes.","J. Johnson, 1791.",1791,enk,BK,universityofcalifornia,google,"Darwin, Erasmus, 1731-1802",1791,"The botanic garden;a poem in two parts. Part I containing The economy of vegetation. Part II The loves of the plants, with philosophical notes","London,J. Johnson,1791",2 v. in 1.illus,"Darwin, Erasmus,1731-1802",,,,,Portland Vase._Natural history._Botany---Poetry
chi.17753905,100859777,v.2,"The adventures of King Richard, CoeurÊ¹-de-LiÊ¹on. To which is added, The death of Lord Falkland : a poem / by J. White, Esq., author of Earl Strongbow, and John of Gaunt.","Printed for T.and J.Evans, Pasternoster-Row, 1791.",1791,enk,BK,uchicago,google,"White, James, d. 1799",1791,"The adventures of King Richard, CoeurÊ¹-de-LiÊ¹on.To which is added, The death of Lord Falkland : a poem /by J. White, Esq., author of Earl Strongbow, and John of Gaunt","London :Printed for T.and J.Evans, Pasternoster-Row,1791",3 v. ; 20 cm,"White, James,d. 1799",,,,,"Richard---I,---King of England,---1157-1199"
nyp.33433070230218,008620917,,A critical pronouncing dictionary and expositor of the English language ...,"G. Robinson, 1791.",1791,enk,BK,nypl,google,"Walker, John, 1732-1807",1791,A critical pronouncing dictionary and expositor of the English language ,"London,G. Robinson,1791","vi, 71 pp.4to","Walker, John,1732-1807",,,,,Encyclopedias and dictionaries._English language---Dictionaries
nyp.33433069132151,008626435,,"A discourse delivered at the New Chapel in the City-road, on the 9th of March 1791, at the funeral of the late Rev. Mr. John Wesley ...","G. Paramore..., 1791.",1791,enk,BK,nypl,google,"Whitehead, John, 1740?-1804",1791,"A discourse delivered at the New Chapel in the City-road, on the 9th of March 1791, at the funeral of the late Rev. Mr. John Wesley ","London,G. Paramore...,1791","[4], 71, [1] p.20 cm","Whitehead, John,1740?-1804",,,,,"Wesley, John,---1703-1791"
uc1.31822043011774,102178778,,"A letter to the Right Honourable Edmund Burke / by George Rous, Esq. in reply to his appeal from the new to the old Whigs","Printed for J. Debrett ..., [1791]",1791,enk,BK,universityofcalifornia,google,"Rous, George, 1744?-1802",1791,"A letter to the Right Honourable Edmund Burke /by George Rous, Esq. in reply to his appeal from the new to the old Whigs","London :Printed for J. Debrett ...,[1791]","[4], 126 pages ;19 cm","Rous, George,1744?-1802",,,Includes bibliographical references,,"France---Foreign relations---Great Britain_Great Britain---Foreign relations---France_France---History---Revolution, 1789-1799---Causes_Great Britain---Politics and government---1789-1820_Burke, Edmund,---1729-1797.---Appeal from the new to the old Whigs_Whig Party (Great Britain)"
nyp.33433074846076,008665014,v. 1,"Elegant extracts; or, Useful and entertaining pieces of poetry, selected for the improvement of youth, in speaking, reading, thinking, composing; and in the conduct of life; being similar in design to Elegant extracts in prose.","C. Dilly, 1791.",1791,enk,BK,nypl,google,"Knox, Vicesimus, 1752-1821,",1791,"Elegant extracts; or, Useful and entertaining pieces of poetry,selected for the improvement of youth, in speaking, reading, thinking, composing; and in the conduct of life; being similar in design to Elegant extracts in prose","London,C. Dilly,1791",2 v.23 cm,"Knox, Vicesimus,1752-1821,editor",,,,,English poetry
mdp.39015030994159,001985713,,"Remarks on the leading proofs offered in favour of the Franklinian system of electricity; with experiments to show the direction of the electric effluvia, visibly passing from what has been termed negatively electrified bodies. By the Rev. John Lyon ...","Printed by J. Phillips and sold by J. Dodsley and J. Phillips, 1791.",1791,enk,BK,umich,google,"Lyon, John, 1734-1817",1791,"Remarks on the leading proofs offered in favour of the Franklinian system of electricity;with experiments to show the direction of the electric effluvia, visibly passing from what has been termed negatively electrified bodies.By the Rev. John Lyon ","London,Printed by J. Phillips and sold by J. Dodsley and J. Phillips,1791","viii, 9-47 p.fold. pl.20 1/2cm","Lyon, John,1734-1817",,,,,"Franklin, Benjamin,---1706-1790.---Experiments and observations on electricity._Electricity---Early works to 1850"
nyp.33433012786566,008603169,,"Select orations, and other important papers, relative to the Swedish academy. Founded by His Present Majesty Gustavus III. March 20th, 1786. Translated from the Swedish language by N. G. Agander.","Printed by T. Davison for J. Johnson, 1791.",1791,enk,BK,nypl,google,Svenska akademien,1791,"Select orations, and other important papers, relative to the Swedish academy.Founded by His Present Majesty Gustavus III. March 20th, 1786. Translated from the Swedish languageby N. G. Agander","London:Printed by T. Davison for J. Johnson,1791",104 p.front.30 cm,,"Agander, N. G",,,Svenska akademien,Svenska akademien
mdp.39015033367585,000285066,,"An account of the life and writings of Thomas Day, esq.","Printed for J. Stockdale, 1791.",1791,enk,BK,umich,google,"Keir, James, 1735-1820",1791,"An account of the life and writings of Thomas Day, esq","London,Printed for J. Stockdale,1791","iii, 144 p.22 cm","Keir, James,1735-1820","Stone, W. F. Lowndes.PRO",,"""A list of Mr. Day's publications"": p. [143]-144",,"Day, Thomas,---1748-1789"
nyp.33433000340855,008590797,v . 1,"The history of philosophy, from the earliest times to the beginning of the present century : drawn up from Brucker's Historia critica philosophiae / by William Enfield, LL.D.","Printed for J. Johnson ..., 1791.",1791,enk,BK,nypl,google,"Enfield, William, 1741-1797",1791,"The history of philosophy, from the earliest times to the beginning of the present century :drawn up from Brucker's Historia critica philosophiae /by William Enfield, LL.D","London :Printed for J. Johnson ...,1791","2 v. (xvii, [1], 503, [61] p.; [4], 628 p., 1 folded leaf of plates) :ill. ;28 cm. (4to)","Enfield, William,1741-1797","Johnson, Joseph,1738-1809.pbl_Brucker, Johann Jakob,1696-1770",,,,Philosophy---History---Early works to 1800
uc1.31175035531741,000155914,v.3,"The history and antiquities of the county of Somerset, collected from authentick records, and an actual survey made by the late Mr. Edmund Rack ... Adorned with a map of the county, and engravings of Roman or other reliques, town-seals, baths, churches, and gentlemen's seats. By the Reverend John Collinson ...","Printed by R.Cruttwell, 1791.",1791,enk,BK,universityofcalifornia,google,"Collinson, John, 1756 or 1757-1793",1791,"The history and antiquities of the county of Somerset,collected from authentick records, and an actual survey made by the late Mr. Edmund Rack ... Adorned with a map of the county, and engravings of Roman or other reliques, town-seals, baths, churches, and gentlemen's seats.By the Reverend John Collinson ","Bath [Eng.]Printed by R.Cruttwell,1791","3 v. :ill., map), plans. ;31 cm. (fol)","Collinson, John,1756 or 1757-1793","Rack, Edmund,1735?-1787",,,,Somerset (England)---Antiquities._Somerset (England)---History._Subscribers' lists---Great Britain---18th century.---rbgenr
nyp.33433071366128,008687300,,An account of the parish of Fairford in ... Gloucester with a ... description of the stained glass in the ... church and engravings of ancient monuments ... [Anon.],"Richard Bigland, 1791.",1791,enk,BK,nypl,google,"Bigland, Ralph, 1711-1784",1791,An account of the parish of Fairford in ... Gloucesterwith a ... description of the stained glass in the ... church and engravings of ancient monuments ...[Anon.],"London,Richard Bigland,1791",39 p.plates24 cm,"Bigland, Ralph,1711-1784","Bigland, Richard,1738-1795?",,,,Fairford (England)---Genealogy._Fairford (England)_Epitaphs---England---Fairford
hvd.hw2j4h,009711713,v.1,The history of Herodotus / tr. from the Greek. With notes. By the Reverend William Beloe.,"Leigh and Sotheby, 1791.",1791,enk,BK,harvard,google,Herodotus,1791,The history of Herodotus /tr. from the Greek. With notes. By the Reverend William Beloe,"London :Leigh and Sotheby,1791",4 v. ;22 cm,Herodotus,"Beloe, William,1756-1817,tr",,,,"Greece---History._History, Ancient"
uva.x002706990,009778961,v.1,"The Apocalypse revealed : wherein are disclosed the arcana there foretold, which have hitherto remained concealed / now first translated from the original Latin of Emanuel Swedenborg.","Printed by C. Wheeler : Sold by Messrs. C.G.J. and J. Robinson ... and by R. Hindmarsh ..., London; by T. Mills ..., Bristol; and by J. and W. Clarke. Manchester, 1791.",1791,enk,BK,virginia,google,"Swedenborg, Emanuel, 1688-1772",1791,"The Apocalypse revealed :wherein are disclosed the arcana there foretold, which have hitherto remained concealed /now first translated from the original Latin of Emanuel Swedenborg","Manchester :Printed by C. Wheeler : Sold by Messrs. C.G.J. and J. Robinson ... and by R. Hindmarsh ..., London; by T. Mills ..., Bristol; and by J. and W. Clarke. Manchester,1791",2 v. ;22 cm. (8vo),"Swedenborg, Emanuel,1688-1772",,,,,Bible.---Revelation---English._Bible.---Revelation---Commentaries
nyp.33433068229990,008622678,,Eight sermons preached before the University of Oxford in the year M DCC XCI. at the lecture founded by the late Rev. John Bampton. By Robert Morres.,"Sold by J. Fletcher; [etc., etc.] 1791.",1791,enk,BK,nypl,google,"Morres, Robert, 1757 or 8-1841",1791,Eight sermons preached before the University of Oxfordin the year M DCC XCI. at the lecture founded by the late Rev. John Bampton.By Robert Morres,"Oxford,Sold by J. Fletcher; [etc., etc.]1791","7 p. l., 242 p., 1 l.22 cm","Morres, Robert,1757 or 8-1841",,,,,"Sermons, English._Faith._Church of England---Sermons"
mdp.39015013160182,000158418,,"Extracts, elegant, instructive, and entertaining, in poetry; from the most approved authors, disposed under proper heads, with a view to the improvement anbd amusement of young persons, being similar in design to Extracts in prose.","Rivington, etc., 1791.",1791,enk,BK,umich,google,"Knox, Vicesimus, 1752-1821",1791,"Extracts, elegant, instructive, and entertaining, in poetry;from the most approved authors, disposed under proper heads, with a view to the improvement anbd amusement of young persons, being similar in design to Extracts in prose","London,Rivington, etc.,1791",2 v. in 1,"Knox, Vicesimus,1752-1821",,,,,English poetry
hvd.hwqscs,009707312,t.1,"Memoirs of the court of France, during the reign of Lewis XIV and the regency of the Duke of Orleans / by M. Anquetil...Tr. from the French...","Bell & Bradfute, 1791.",1791,enk,BK,harvard,google,"Anquetil, Louis-Pierre, 1723-1806",1791,"Memoirs of the court of France,during the reign of Lewis XIV and the regency of the Duke of Orleans /by M. Anquetil...Tr. from the French","Edinburgh :Bell & Bradfute,1791",2 v. ;22 cm,"Anquetil, Louis-Pierre,1723-1806",,,,,"France---Court and courtiers._France---History---Regency, 1715-1723._France---History---Louis XIV, 1643-1715._Louis---XIV,---King of France,---1638-1715"
mdp.39015030526514,002864907,,"Gibbon's History of the decline and fall of the Roman empire, in vols. IV, V, and VI, quarto, reviewed. By the Rev. John Whitaker.","J. Murray, 1791.",1791,enk,BK,umich,google,"Whitaker, John, 1735-1808",1791,"Gibbon's History of the decline and fall of the Roman empire, in vols. IV, V, and VI, quarto, reviewed.By the Rev. John Whitaker","London,J. Murray,1791",258 p.22 cm,"Whitaker, John,1735-1808",,,,,"Gibbon, Edward,---1737-1794.---History of the decline and fall of the Roman Empire"
nyp.33433074374988,008634011,,"Bibliotheca Parisiana. A catalogue of a collection of books, formed by a gentleman in France ... To these are added, from another grand collection, selected articles of high value ... They will be sold by auction, in London on Monday th 26th of March, 1791, and the five days following ... Catalogues to be had to Mr. Edwards ... London; or Mr. Laurent ... Paris; and of the principal booksellers throughout Europe.","From the press of J. Cooper, 1791]",1791,enk,BK,nypl,google,"Paris de Meyzieu, Jean Baptiste, d. 1778",1791,"Bibliotheca Parisiana.A catalogue of a collection of books, formed by a gentleman in France ... To these are added, from another grand collection, selected articles of high value ... They will be sold by auction, in London on Monday th 26th of March, 1791, and the five days following ... Catalogues to be had to Mr. Edwards ... London; or Mr. Laurent ... Paris; and of the principal booksellers throughout Europe","[London,From the press of J. Cooper,1791]","viii, 164 p.19 cm. (8vo)","Paris de Meyzieu, Jean Baptiste,d. 1778","Edwards, James,1757-1816._Paris d'Illens._P._Edwards, J",,,,"Bibliography---Rarities._Bibliography---Catalogues---Libraries, Private---Paris de Meyzieu"
njp.32101066471580,008928893,,"Richardson's catalogue : a large and curious collection of English and foreign portraits, topography and historical prints, by ancient and modern masters; drawings, books, and books of prints, now selling, with the prices affixed to each, at Mr. Richardson's Print Warehouse ...","[s.n.], 1791.",1791,enk,BK,princeton,google,"Richardson, William, active 1778-1815",1791,"Richardson's catalogue :a large and curious collection of English and foreign portraits, topography and historical prints, by ancient and modern masters; drawings, books, and books of prints, now selling, with the prices affixed to each, at Mr. Richardson's Print Warehouse ","London :[s.n.],1791","[4], 112, 105-127, [1] p. (the last page blank) ;20 cm","Richardson, William,active 1778-1815",,,,,Engraving---Catalogs._Portraits---Catalogs._Prints---Catalogs
hvd.hw2j4i,009711713,v.2,The history of Herodotus / tr. from the Greek. With notes. By the Reverend William Beloe.,"Leigh and Sotheby, 1791.",1791,enk,BK,harvard,google,Herodotus,1791,The history of Herodotus /tr. from the Greek. With notes. By the Reverend William Beloe,"London :Leigh and Sotheby,1791",4 v. ;22 cm,Herodotus,"Beloe, William,1756-1817,tr",,,,"Greece---History._History, Ancient"
chi.090320660,100871206,,"The design of Christianity : with other books, epistles, and manuscripts of that ancient faithful servant of Christ Jesus, John Crook ; to which is prefixed a short account of his life written by himself.","J. Phillips, 1791.",1791,enk,BK,uchicago,google,"Crook, John, 1617-1699",1791,"The design of Christianity :with other books, epistles, and manuscripts of that ancient faithful servant of Christ Jesus, John Crook ; to which is prefixed a short account of his life written by himself","London :J. Phillips,1791","ix, 416 p. ;22 cm","Crook, John,1617-1699",,,,,Society of Friends---Collected works
uc1.31175007359642,100025864,,"The theatre, by Sir Richard Steele; to which are added, The anti-theatre; The character of Sir John Edgar; Steele's case with the Lord Chamberlain; The crisis of property, with the sequel, Two pasquins, &c. &c. Illustrated with literary and historical anecdotes by John Nichols.","Printed by and for the editor, 1791.",1791,enk,BK,universityofcalifornia,google,"Steele, Richard, Sir, 1672-1729",1791,"The theatre,by Sir Richard Steele; to which are added, The anti-theatre; The character of Sir John Edgar; Steele's case with the Lord Chamberlain; The crisis of property, with the sequel, Two pasquins, &c. &c. Illustrated with literary and historical anecdotes by John Nichols","London,Printed by and for the editor,1791","viii, 580 p.port.23 cm","Steele, Richard,Sir,1672-1729",,,,,Theater---Great Britain---History
nyp.33433004875286,008602868,v. 3,"Illustrations of British history, biography, and manners, : in the reigns of Henry VIII, Edward VI, Mary, Elizabeth, and James I, exhibited in a series of original papers, / selected from the manuscripts of the noble families of Howard, Talbot, and Cecil; containing ... a great part of the correspondence of Elizabeth, and her ministers, with George, the sixth Earl of Shrewsbury, during the fifteen years in which Mary Queen of Scots remained in his custody: with numerous notes and observations. By Edmund Lodge, Esq. ...","Sold by G. Nicol ..., 1791.",1791,enk,BK,nypl,google,"Lodge, Edmund, 1756-1839",1791,"Illustrations of British history, biography, and manners, :in the reigns of Henry VIII, Edward VI, Mary, Elizabeth, and James I, exhibited in a series of original papers, /selected from the manuscripts of the noble families of Howard, Talbot, and Cecil; containing ... a great part of the correspondence of Elizabeth, and her ministers, with George, the sixth Earl of Shrewsbury, during the fifteen years in which Mary Queen of Scots remained in his custody: with numerous notes and observations. By Edmund Lodge, Esq. ","London: :Sold by G. Nicol ...,1791","3 v. :ill., facsims., ports. ;31 cm","Lodge, Edmund,1756-1839",,,,,"Great Britain---History---James I, 1603-1625._Great Britain---History---Tudors, 1485-1603"
hvd.hw2gex,007685333,vol.1,"Compendium of ancient geography / by Monsieur d'Anville ... ; translated from the French ; illustrated with maps, carefully reduced from those of the Paris Atlas, in imperial folio ; with a map of Roman Britain from ... John Horsely [sic] ... ; and with prolegomena and notes by the translator : designed for private libraries, as well as for the use of schools.","Printed for R. Faulder ..., 1791.",1791,enk,BK,harvard,google,"Anville, Jean Baptiste Bourguignon d', 1697-1782",1791,"Compendium of ancient geography /by Monsieur d'Anville ... ; translated from the French ; illustrated with maps, carefully reduced from those of the Paris Atlas, in imperial folio ; with a map of Roman Britain from ... John Horsely [sic] ... ; and with prolegomena and notes by the translator : designed for private libraries, as well as for the use of schools","London :Printed for R. Faulder ...,1791",2 v. in 1. :maps ;22 cm. (8vo),"Anville, Jean Baptiste Bourguignon d',1697-1782","Horsley, John,1675-1732",,,,"Geography, Ancient"
uc1.31175035132706,012435297,v.1,"Observations on man, his frame, his duty, and his expectations. In two parts.","Reprinted by J. Johnson, 1791.",1791,enk,BK,universityofcalifornia,google,"Hartley, David, 1705-1757",1791,"Observations on man,his frame, his duty, and his expectations. In two parts","London,Reprinted by J. Johnson,1791",3 v.22 cm,"Hartley, David,1705-1757","Pistorius, Hermann Andreas,1730-1798",,,,Apologetics---History---18th century._Philosophy
mdp.39015074712129,001912472,v.1,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophi:. By William Enfield ...","Printed for J. Johnson, 1791.",1791,enk,BK,umich,google,"Enfield, William, 1741-1797",1791,"The history of philosophy, from the earliest times to the beginning of the present century;drawn up from Brucker's Historia critica philosophi:.By William Enfield ","London,Printed for J. Johnson,1791",2 v.front. (fold. chart)27 1/2cm,"Enfield, William,1741-1797","Brucker, Johann Jakob,1696-1770",,,,Philosophy---History
uc1.31175007400610,012503891,,"Letters to the Right Honourable Edmund Burke : occasioned by his Reflections on the revolution in France, &c. / by Joseph Priestley ...","Printed by Thomas Pearson and sold by J. Johnson, ... London, 1791.",1791,enk,BK,universityofcalifornia,google,"Priestley, Joseph, 1733-1804",1791,"Letters to the Right Honourable Edmund Burke :occasioned by his Reflections on the revolution in France, &c. /by Joseph Priestley ","Birmingham :Printed by Thomas Pearson and sold by J. Johnson, ... London,1791","xiii, [1], 152 p.22 cm. (8vo)","Priestley, Joseph,1733-1804",,,,,"France---History---Revolution, 1789-1799---Causes._Burke, Edmund,---1729-1797.---Reflections on the Revolution in France"
uc1.31970033864288,102109946,,"An abstract of the evidence delivered before a select committee of the House of Commons in the years 1790, and 1791; on the part of the petitioners for the abolition of the slave-trade","Printed by J. Phillips, 1791",1791,enk,BK,universityofcalifornia,google,,1791,"An abstract of the evidence delivered before a select committee of the House of Commons in the years 1790, and 1791;on the part of the petitioners for the abolition of the slave-trade","London,Printed by J. Phillips,1791",155 p.illus,,,,,Great Britain.Parliament.House of Commons,Slave trade---Great Britain
osu.32437011428683,102604409,,"A Law grammar; or, An introduction to the theory and practice of English jurisprudence. Containing rudiments and illustrations of 1. the laws of nature, 2. the law of God, 3. the law of nations, 4. the law politic  ... 26. a general index.","Printed for G. G. J. and J. Robinson, 1791.",1791,enk,BK,osu,google,,1791,"A Law grammar;or, An introduction to the theory and practice of English jurisprudence.Containing rudiments and illustrations of 1. the laws of nature, 2. the law of God, 3. the law of nations, 4. the law politic  ... 26. a general index","London,Printed for G. G. J. and J. Robinson,1791","1 p. â„“., 544, [8] p.23 cm",,,,,,Law---Great Britain
uc1.31175035179475,100000541,v.1,"Voyages made in the years 1788 and 1789, from China to the N. W. coast of America: with an introductory narrative of a voyage performed in 1786, from Bengal, in the ship Nootka. To which are annexed, observations on the probable existence of a north west passage. And some account of the trade between the north west coast of America and China; and the latter country and Great Britain. By John Meares ...","Sold by J. Walter, 1791.",1791,enk,BK,universityofcalifornia,google,"Meares, John, 1756?-1809",1791,"Voyages made in the years 1788 and 1789, from China to the N. W. coast of America:with an introductory narrative of a voyage performed in 1786, from Bengal, in the ship Nootka. To which are annexed, observations on the probable existence of a north west passage. And some account of the trade between the north west coast of America and China; and the latter country and Great Britain.By John Meares ","London,Sold by J. Walter,1791","2 v.front., plates (part fold.) ports., fold. maps, fold. plans.22 cm","Meares, John,1756?-1809",,,,,Northwest Passage._Pacific Ocean._Vancouver Island (B.C.)_Northwest Coast of North America._Indians of North America---Pacific Coast
